postcode,sector,average_household
RG21 6YH,RG21 6,3.0
HP6 6ES,HP6 6,10.0
IG11 7DN,IG11 7,16.0
KT15 3AD,KT15 3,13.0
IG11 7YD,IG11 7,16.0
BN23 7QN,BN23 7,13.0
W1G 9DY,W1G 9,1.0
BR5 2RN,BR5 2,17.0
SO40 9DS,SO40 9,12.0
SW1W 9PD,SW1W 9,5.0
N4 1DP,N4 1,14.0
SL2 2LR,SL2 2,15.0
SO31 1ZS,SO31 1,8.0
TN29 0TQ,TN29 0,11.0
DA15 8RD,DA15 8,19.0
SS8 7ET,SS8 7,12.0
BN21 4BE,BN21 4,8.0
RG40 4LP,RG40 4,11.0
OX14 1UB,OX14 1,11.0
GU34 3NA,GU34 3,5.0
SO30 4RA,SO30 4,12.0
KT16 0NU,KT16 0,10.0
SW19 7JE,SW19 7,12.0
HP6 5RQ,HP6 5,8.0
SE6 3TR,SE6 3,18.0
SS15 5RQ,SS15 5,17.0
RH19 3EN,RH19 3,12.0
N1 7ZH,N1 7,14.0
HA2 9JW,HA2 9,16.0
SE11 5PF,SE11 5,13.0
RM16 2QD,RM16 2,19.0
KT19 9JN,KT19 9,17.0
N17 6RR,N17 6,21.0
SE27 9SB,SE27 9,14.0
SM3 9AQ,SM3 9,18.0
ME5 7NW,ME5 7,18.0
TW18 1AA,TW18 1,12.0
N5 1EH,N5 1,15.0
SE1 0UL,SE1 0,6.0
KT3 5TD,KT3 5,15.0
HA1 4AP,HA1 4,13.0
N1 7FZ,N1 7,14.0
DA18 4DB,DA18 4,20.0
W1J 8BA,W1J 8,2.0
W1H 4QH,W1H 4,3.0
N12 8BL,N12 8,10.0
SW1P 1TE,SW1P 1,4.0
W1T 5DT,W1T 5,5.0
DA1 2JD,DA1 2,15.0
RH19 2LB,RH19 2,8.0
SO16 4GB,SO16 4,12.0
KT2 5AR,KT2 5,16.0
PO41 0TA,PO41 0,7.0
TN2 5DX,TN2 5,12.0
CT17 0HB,CT17 0,15.0
TN11 8DE,TN11 8,7.0
W1W 7TG,W1W 7,2.0
TN24 8SA,TN24 8,8.0
CT11 8ES,CT11 8,13.0
DA1 4NE,DA1 4,12.0
BR1 4JB,BR1 4,19.0
PO32 6BS,PO32 6,14.0
OX10 7PU,OX10 7,10.0
SS8 7AN,SS8 7,12.0
ME14 2HN,ME14 2,14.0
GU15 4LW,GU15 4,8.0
BN6 9SL,BN6 9,9.0
TN8 5DH,TN8 5,8.0
SN7 7BD,SN7 7,10.0
RG45 6EW,RG45 6,10.0
N10 3RA,N10 3,12.0
SW11 3HX,SW11 3,15.0
TN13 1HD,TN13 1,6.0
BN2 5PG,BN2 5,16.0
BN15 0LS,BN15 0,15.0
GU33 7RS,GU33 7,10.0
GU51 5SB,GU51 5,9.0
ME16 0WQ,ME16 0,15.0
HP16 0QS,HP16 0,9.0
ME6 5PU,ME6 5,15.0
N22 6NH,N22 6,15.0
RH10 3AG,RH10 3,12.0
E14 9ND,E14 9,21.0
SE16 3FJ,SE16 3,14.0
SO53 1DZ,SO53 1,12.0
NW2 1TD,NW2 1,11.0
GU4 8LN,GU4 8,9.0
HP20 1ES,HP20 1,9.0
HA0 3SG,HA0 3,12.0
BN20 0AA,BN20 0,7.0
TN32 5NT,TN32 5,7.0
PO21 4HH,PO21 4,12.0
BN2 1YJ,BN2 1,17.0
OX14 1SH,OX14 1,11.0
W12 0TF,W12 0,17.0
PO30 2BP,PO30 2,10.0
ME13 9NN,ME13 9,7.0
SO41 9DA,SO41 9,9.0
SW15 1LY,SW15 1,14.0
TN12 6XD,TN12 6,11.0
RG8 0JX,RG8 0,7.0
KT10 8HF,KT10 8,11.0
UB9 5PJ,UB9 5,10.0
RG22 5NB,RG22 5,13.0
CT6 7XB,CT6 7,15.0
SL8 5TX,SL8 5,7.0
PO1 3HR,PO1 3,10.0
KT2 5EN,KT2 5,16.0
SE3 9BH,SE3 9,9.0
DA1 3PH,DA1 3,22.0
OX2 9FY,OX2 9,11.0
HP6 5NT,HP6 5,8.0
DA15 7LJ,DA15 7,10.0
RG1 6NH,RG1 6,16.0
TN17 2NY,TN17 2,6.0
E15 2BZ,E15 2,12.0
DA12 2BD,DA12 2,13.0
EC4V 5BT,EC4V 5,2.0
CT9 5AG,CT9 5,16.0
SW2 2PJ,SW2 2,16.0
PO15 7NE,PO15 7,9.0
GU21 2HG,GU21 2,13.0
PO3 5JD,PO3 5,9.0
SW15 4NF,SW15 4,20.0
CT5 2LN,CT5 2,14.0
GU12 6NX,GU12 6,13.0
KT8 2LY,KT8 2,12.0
CT3 1NY,CT3 1,7.0
TN37 6HY,TN37 6,19.0
RG5 4HG,RG5 4,14.0
SL8 5NF,SL8 5,7.0
SW17 0FY,SW17 0,16.0
E17 6RE,E17 6,17.0
GU34 1JS,GU34 1,9.0
SE1 1TY,SE1 1,6.0
RG24 8NE,RG24 8,12.0
DA2 6HH,DA2 6,14.0
CM15 9PJ,CM15 9,14.0
PO19 6RW,PO19 6,13.0
TN6 3BN,TN6 3,7.0
UB5 6BG,UB5 6,16.0
SO24 0JZ,SO24 0,7.0
GU9 7TW,GU9 7,7.0
PO22 6PW,PO22 6,12.0
BN41 2PS,BN41 2,20.0
SS14 2DF,SS14 2,16.0
N8 7PF,N8 7,14.0
ME20 7HZ,ME20 7,9.0
CR7 8AE,CR7 8,19.0
RH12 4TZ,RH12 4,11.0
RG12 2HS,RG12 2,7.0
CR3 6QL,CR3 6,12.0
SW12 8PY,SW12 8,16.0
KT1 1HZ,KT1 1,2.0
RH12 1XP,RH12 1,9.0
SO16 3JF,SO16 3,14.0
OX44 7RT,OX44 7,8.0
GU32 1NS,GU32 1,6.0
GU33 6NN,GU33 6,5.0
GU7 2DE,GU7 2,9.0
PO9 2UW,PO9 2,13.0
N17 6LN,N17 6,21.0
HP10 0JY,HP10 0,9.0
RG7 8LA,RG7 8,
ME5 7BU,ME5 7,18.0
KT22 7HA,KT22 7,8.0
TN9 2LL,TN9 2,14.0
PO7 8SJ,PO7 8,13.0
SW6 6AZ,SW6 6,15.0
TW7 6QA,TW7 6,12.0
SW9 8QR,SW9 8,8.0
SW13 9QE,SW13 9,11.0
NW1 0BY,NW1 0,8.0
HA0 4ES,HA0 4,11.0
PO6 3PH,PO6 3,13.0
PO9 5AL,PO9 5,16.0
ME17 3EG,ME17 3,7.0
SE6 2TW,SE6 2,16.0
RH1 3LB,RH1 3,13.0
PO20 8BN,PO20 8,15.0
SL2 5TR,SL2 5,15.0
KT8 2LN,KT8 2,12.0
RG21 7AT,RG21 7,7.0
W1G 6NZ,W1G 6,3.0
SL6 6LS,SL6 6,11.0
UB11 1AS,UB11 1,
SM2 5FQ,SM2 5,17.0
PO9 5DW,PO9 5,16.0
SE13 6TW,SE13 6,15.0
HP18 9HE,HP18 9,9.0
TW13 6NE,TW13 6,11.0
DA12 5LE,DA12 5,21.0
SS7 2UT,SS7 2,16.0
RM17 5EX,RM17 5,15.0
SS9 3HS,SS9 3,16.0
CR0 1LG,CR0 1,14.0
ME2 3PU,ME2 3,17.0
PO30 1PB,PO30 1,10.0
SW19 6EQ,SW19 6,16.0
IG11 9BT,IG11 9,21.0
BN21 3TU,BN21 3,9.0
ME8 0HY,ME8 0,13.0
CT16 3DX,CT16 3,10.0
BN22 0PP,BN22 0,15.0
TN8 5QX,TN8 5,8.0
N12 0QP,N12 0,11.0
ME5 0LD,ME5 0,18.0
TN37 7JS,TN37 7,13.0
NW6 6SE,NW6 6,13.0
HA4 8EY,HA4 8,11.0
NW3 1QF,NW3 1,8.0
BN16 1QZ,BN16 1,11.0
NW10 9DY,NW10 9,13.0
TW15 1DZ,TW15 1,12.0
RH13 5DS,RH13 5,11.0
N6 4TD,N6 4,9.0
SO53 3LS,SO53 3,10.0
E2 9PN,E2 9,12.0
IG2 6YF,IG2 6,14.0
RH15 8GG,RH15 8,14.0
TW16 7RY,TW16 7,12.0
SW9 7EZ,SW9 7,12.0
WC1H 8NN,WC1H 8,8.0
N1 0UH,N1 0,13.0
N1 6EN,N1 6,10.0
W1W 8DA,W1W 8,
BN11 1DZ,BN11 1,7.0
RG24 9JX,RG24 9,17.0
CT2 0BQ,CT2 0,11.0
W1G 6LE,W1G 6,3.0
SS15 5QU,SS15 5,17.0
SW1Y 6AD,SW1Y 6,1.0
SS6 9LB,SS6 9,15.0
SL9 9DQ,SL9 9,7.0
SP11 6HP,SP11 6,5.0
RH11 9JT,RH11 9,16.0
ME10 4RX,ME10 4,14.0
CT9 3YA,CT9 3,15.0
OX9 7EA,OX9 7,2.0
SS5 4RF,SS5 4,11.0
NW10 7BQ,NW10 7,3.0
CR8 4EH,CR8 4,14.0
TN4 0HF,TN4 0,11.0
W1U 4PL,W1U 4,4.0
RM3 0BE,RM3 0,13.0
NW5 4ET,NW5 4,16.0
KT14 7AT,KT14 7,11.0
IG11 8AD,IG11 8,9.0
SO31 7FB,SO31 7,11.0
GU33 6BW,GU33 6,5.0
SW17 8JP,SW17 8,23.0
ME2 2QT,ME2 2,16.0
SS9 2RZ,SS9 2,12.0
NW1 4AL,NW1 4,4.0
NW3 1BB,NW3 1,8.0
CT5 4DN,CT5 4,15.0
PO14 1QT,PO14 1,11.0
RH2 0LY,RH2 0,10.0
HP11 1LQ,HP11 1,9.0
E2 8EH,E2 8,11.0
PO30 5SA,PO30 5,12.0
BN6 9UP,BN6 9,9.0
BR5 2RY,BR5 2,17.0
RH6 9DL,RH6 9,13.0
GU15 4BA,GU15 4,8.0
SW18 3DN,SW18 3,19.0
MK18 5HQ,MK18 5,5.0
RG18 9QR,RG18 9,8.0
CR4 1QA,CR4 1,18.0
RM3 7SX,RM3 7,15.0
SL3 9EU,SL3 9,10.0
N3 1EJ,N3 1,10.0
E12 6NR,E12 6,21.0
CT6 8FH,CT6 8,14.0
SL5 9UX,SL5 9,8.0
DA8 1BG,DA8 1,17.0
NW1 2ND,NW1 2,3.0
SE16 2JT,SE16 2,14.0
ME17 1SP,ME17 1,6.0
W10 5NQ,W10 5,14.0
TN23 6LW,TN23 6,9.0
TN15 0SE,TN15 0,7.0
SO15 5GB,SO15 5,15.0
TN23 1LF,TN23 1,2.0
SL2 2DP,SL2 2,15.0
TN26 3EN,TN26 3,8.0
GU2 9QX,GU2 9,16.0
ME1 3LG,ME1 3,12.0
SW10 0NU,SW10 0,12.0
SL3 9ND,SL3 9,10.0
BN15 9EZ,BN15 9,16.0
NW8 6LL,NW8 6,10.0
SE26 5DW,SE26 5,12.0
KT17 4JH,KT17 4,11.0
GU21 7PQ,GU21 7,11.0
BN12 5BY,BN12 5,10.0
OX2 9XD,OX2 9,11.0
RH19 4NW,RH19 4,9.0
SW15 1EN,SW15 1,14.0
PO21 3EQ,PO21 3,13.0
HA0 1LN,HA0 1,8.0
SL5 7HG,SL5 7,7.0
RH1 3LL,RH1 3,13.0
NW6 7XW,NW6 7,15.0
GU8 5ED,GU8 5,10.0
SO32 2HD,SO32 2,11.0
RG17 0NF,RG17 0,8.0
SW19 2HH,SW19 2,15.0
SL1 8PF,SL1 8,7.0
HA3 5SB,HA3 5,12.0
NW10 5DT,NW10 5,16.0
SO50 4LJ,SO50 4,16.0
DA11 0SN,DA11 0,15.0
BN3 2WL,BN3 2,12.0
SE11 6NA,SE11 6,14.0
SO51 7ZA,SO51 7,17.0
N17 6SU,N17 6,21.0
W1T 1AB,W1T 1,1.0
SP10 3UQ,SP10 3,15.0
TW16 5LQ,TW16 5,9.0
UB8 3RX,UB8 3,17.0
WC2B 6AT,WC2B 6,
BN14 9RG,BN14 9,12.0
PO16 7TH,PO16 7,10.0
RM14 1DR,RM14 1,16.0
SW9 6DZ,SW9 6,8.0
BR2 0DP,BR2 0,16.0
N7 8QB,N7 8,16.0
NN13 5JB,NN13 5,6.0
SW19 6EB,SW19 6,16.0
TN25 7HX,TN25 7,5.0
PO4 0BT,PO4 0,20.0
HA2 9PS,HA2 9,16.0
BN5 9PS,BN5 9,9.0
N1 5DU,N1 5,14.0
BN17 6LT,BN17 6,17.0
RG7 3SG,RG7 3,11.0
E5 8NE,E5 8,19.0
HA1 3RG,HA1 3,11.0
NW7 4LN,NW7 4,8.0
SO45 3GF,SO45 3,10.0
SE20 8GA,SE20 8,15.0
GU14 0HQ,GU14 0,12.0
CR4 3BE,CR4 3,19.0
SE2 0PE,SE2 0,18.0
N2 8JN,N2 8,13.0
CR5 3DZ,CR5 3,10.0
UB1 2RP,UB1 2,17.0
TN17 2EJ,TN17 2,6.0
BN23 5DB,BN23 5,23.0
SE19 3EL,SE19 3,14.0
BN43 6PR,BN43 6,18.0
NW4 4LD,NW4 4,9.0
CR2 8BT,CR2 8,16.0
W4 3PJ,W4 3,13.0
KT4 8PQ,KT4 8,20.0
PO14 1DD,PO14 1,11.0
SE1 5FQ,SE1 5,12.0
RM10 8SF,RM10 8,20.0
NW5 4QX,NW5 4,16.0
SE5 8PQ,SE5 8,17.0
TW19 7HN,TW19 7,15.0
RH1 1FQ,RH1 1,7.0
KT13 8XY,KT13 8,9.0
GU51 3EA,GU51 3,11.0
SO53 2BA,SO53 2,13.0
CM13 3TW,CM13 3,8.0
SW18 5JR,SW18 5,17.0
PO16 0UF,PO16 0,9.0
SL4 2DG,SL4 2,10.0
UB6 0RP,UB6 0,12.0
NW10 4DR,NW10 4,13.0
NW1 4LU,NW1 4,4.0
CR5 3LD,CR5 3,10.0
W1U 6BA,W1U 6,3.0
HP13 5EB,HP13 5,14.0
SE1 1PT,SE1 1,6.0
HP17 8EW,HP17 8,9.0
SS14 2BU,SS14 2,16.0
LU7 0GZ,LU7 0,10.0
SP10 5BE,SP10 5,10.0
W1D 7AP,W1D 7,2.0
KT1 2UJ,KT1 2,11.0
NW1 4FS,NW1 4,4.0
SS13 2LR,SS13 2,13.0
TN24 9EL,TN24 9,16.0
PO12 3HQ,PO12 3,18.0
PO33 2LR,PO33 2,12.0
BN26 6NT,BN26 6,8.0
RG14 1QH,RG14 1,9.0
SS8 7PT,SS8 7,12.0
TN27 8LH,TN27 8,7.0
TN26 1HH,TN26 1,8.0
HA4 9AE,HA4 9,14.0
SE1 0RD,SE1 0,6.0
UB10 8PY,UB10 8,14.0
PO19 6LF,PO19 6,13.0
SS6 9LA,SS6 9,15.0
RM9 6XA,RM9 6,17.0
SW2 5JH,SW2 5,15.0
RG12 7LF,RG12 7,20.0
BR5 3NN,BR5 3,12.0
RG1 5QU,RG1 5,11.0
CM12 9LT,CM12 9,10.0
W3 8SL,W3 8,12.0
UB5 6PR,UB5 6,16.0
NW4 4QZ,NW4 4,9.0
BH25 7LS,BH25 7,12.0
BN1 3LL,BN1 3,15.0
W2 3UL,W2 3,12.0
BN3 3YG,BN3 3,19.0
RG14 7QE,RG14 7,11.0
OX11 8BG,OX11 8,13.0
CT14 9TH,CT14 9,17.0
RH16 2EZ,RH16 2,11.0
NW6 5HN,NW6 5,14.0
RH11 8AH,RH11 8,16.0
ME5 0JQ,ME5 0,18.0
N12 7PG,N12 7,10.0
BN20 8AZ,BN20 8,12.0
PO7 7QA,PO7 7,10.0
SM6 7LJ,SM6 7,12.0
E4 9UL,E4 9,19.0
TW12 2TQ,TW12 2,11.0
PO2 7PJ,PO2 7,19.0
NW10 9QP,NW10 9,13.0
SO30 4SD,SO30 4,12.0
DA14 6BQ,DA14 6,13.0
RG7 6AP,RG7 6,6.0
CT17 0LU,CT17 0,15.0
HA7 3NU,HA7 3,9.0
KT6 7GD,KT6 7,13.0
N1 2XQ,N1 2,14.0
GU27 1JN,GU27 1,11.0
SL4 5NJ,SL4 5,11.0
ME13 0NR,ME13 0,6.0
GU47 0EA,GU47 0,17.0
SW1A 1PH,SW1A 1,1.0
KT10 0HD,KT10 0,12.0
SL0 9LT,SL0 9,9.0
DA7 6NS,DA7 6,17.0
TW13 5BT,TW13 5,15.0
BR1 4WG,BR1 4,19.0
SS12 9JT,SS12 9,16.0
CT20 2PQ,CT20 2,12.0
E15 3JU,E15 3,20.0
BN24 5EF,BN24 5,11.0
TN27 8PJ,TN27 8,7.0
RM16 4TS,RM16 4,17.0
CT19 4FB,CT19 4,14.0
SO19 6GP,SO19 6,15.0
GU9 9EW,GU9 9,11.0
W7 3AS,W7 3,15.0
PO20 2GY,PO20 2,9.0
E3 2EN,E3 2,16.0
HA1 2NE,HA1 2,8.0
ME5 8QL,ME5 8,17.0
IG11 8TG,IG11 8,9.0
PO1 5LW,PO1 5,18.0
TN12 0LA,TN12 0,8.0
HA9 6QL,HA9 6,11.0
ME6 5PS,ME6 5,15.0
UB2 4ER,UB2 4,11.0
E14 9FG,E14 9,21.0
PO21 5BA,PO21 5,13.0
EC1N 7UH,EC1N 7,12.0
RM13 9NN,RM13 9,14.0
CT12 6NW,CT12 6,16.0
SE15 6HZ,SE15 6,13.0
NW1 4SJ,NW1 4,4.0
HA7 4FD,HA7 4,9.0
RG10 9DU,RG10 9,10.0
CT20 2RL,CT20 2,12.0
W12 8HU,W12 8,13.0
DA8 1AQ,DA8 1,17.0
BN7 2PJ,BN7 2,11.0
SL6 6WA,SL6 6,11.0
PO31 8BS,PO31 8,13.0
BN27 1PG,BN27 1,9.0
NW10 3QR,NW10 3,11.0
SO40 3LR,SO40 3,11.0
W1U 7LQ,W1U 7,
TW14 0AZ,TW14 0,8.0
PO40 9RB,PO40 9,9.0
GU7 1SS,GU7 1,8.0
E7 0YZ,E7 0,17.0
N1 3BG,N1 3,14.0
RG14 2TQ,RG14 2,11.0
BN8 4TD,BN8 4,9.0
TN23 3NW,TN23 3,15.0
TW13 5LN,TW13 5,15.0
N11 1GN,N11 1,11.0
W5 5QW,W5 5,8.0
SE21 7HP,SE21 7,9.0
PO41 0QA,PO41 0,7.0
SE16 7JB,SE16 7,11.0
TN29 0AB,TN29 0,11.0
TN10 4DN,TN10 4,15.0
PO39 0BP,PO39 0,11.0
BR5 2DF,BR5 2,17.0
RM3 9JX,RM3 9,15.0
N7 7RY,N7 7,13.0
SW1V 3EL,SW1V 3,17.0
KT18 7PJ,KT18 7,12.0
HP11 1LT,HP11 1,9.0
SM3 8QY,SM3 8,13.0
TN7 4HS,TN7 4,7.0
PO21 5NE,PO21 5,13.0
PO14 4BE,PO14 4,12.0
SS15 4AZ,SS15 4,18.0
ME2 3HF,ME2 3,17.0
SE20 7XY,SE20 7,15.0
UB1 2PF,UB1 2,17.0
NW8 9LJ,NW8 9,11.0
PO12 3SA,PO12 3,18.0
RG40 1GP,RG40 1,10.0
GU3 2EN,GU3 2,9.0
SL4 2NS,SL4 2,10.0
OX11 9TA,OX11 9,9.0
TW20 9PN,TW20 9,9.0
PO30 1HN,PO30 1,10.0
RH11 0DQ,RH11 0,12.0
W1U 5PB,W1U 5,4.0
GU16 6TE,GU16 6,12.0
RM15 5AH,RM15 5,16.0
RG12 9PY,RG12 9,13.0
SE14 6DF,SE14 6,11.0
E2 8AS,E2 8,11.0
E9 7LG,E9 7,17.0
ME1 2LE,ME1 2,18.0
CR2 6ND,CR2 6,14.0
BN1 7HT,BN1 7,20.0
RG2 9AG,RG2 9,9.0
RH12 1PX,RH12 1,9.0
TW9 3AE,TW9 3,9.0
PO33 1FG,PO33 1,13.0
SE22 9BN,SE22 9,17.0
HA5 2NR,HA5 2,13.0
BN3 1BB,BN3 1,17.0
KT13 9HF,KT13 9,9.0
BN2 0GW,BN2 0,19.0
UB1 2PY,UB1 2,17.0
KT16 8NS,KT16 8,11.0
TN4 8LD,TN4 8,11.0
SO31 8EP,SO31 8,12.0
RG19 3RD,RG19 3,15.0
TW5 0EP,TW5 0,14.0
W13 0JS,W13 0,13.0
TN38 0UB,TN38 0,18.0
RG30 4QN,RG30 4,16.0
CT21 6ED,CT21 6,13.0
RM10 7DL,RM10 7,16.0
RG12 1QB,RG12 1,
TN8 6DS,TN8 6,7.0
TW20 0BZ,TW20 0,10.0
HP21 8JA,HP21 8,14.0
SS16 5GS,SS16 5,13.0
TN28 8BB,TN28 8,11.0
SO22 6NT,SO22 6,13.0
BN13 1DH,BN13 1,13.0
RH7 6ND,RH7 6,13.0
CT17 9RG,CT17 9,13.0
RG2 7SD,RG2 7,15.0
BN23 8DF,BN23 8,19.0
W1J 0AN,W1J 0,
SO24 9RA,SO24 9,9.0
ME17 3DY,ME17 3,7.0
N17 6DG,N17 6,21.0
BN6 8YD,BN6 8,12.0
HP6 6LG,HP6 6,10.0
BH25 6RG,BH25 6,11.0
UB7 8BB,UB7 8,13.0
N16 8HY,N16 8,15.0
EC2A 3BE,EC2A 3,1.0
HP21 9NU,HP21 9,13.0
PO21 3SR,PO21 3,13.0
DA7 5ES,DA7 5,20.0
SS16 5EX,SS16 5,13.0
BN14 7HF,BN14 7,16.0
DA12 4QS,DA12 4,22.0
EC1V 1AR,EC1V 1,1.0
BN18 0LB,BN18 0,10.0
RG7 3YY,RG7 3,11.0
DA1 2NB,DA1 2,15.0
SS3 0NS,SS3 0,12.0
SO15 8AN,SO15 8,14.0
PO18 9JL,PO18 9,5.0
IG11 8BB,IG11 8,9.0
E8 4EA,E8 4,15.0
ME11 5EY,ME11 5,10.0
NW2 7BN,NW2 7,10.0
RM16 4BE,RM16 4,17.0
GU21 6EN,GU21 6,7.0
PO3 6JQ,PO3 6,21.0
DA8 2NZ,DA8 2,18.0
PO5 3HN,PO5 3,12.0
SE18 5EU,SE18 5,16.0
TW4 7PB,TW4 7,13.0
BR1 3QD,BR1 3,16.0
TW13 5JQ,TW13 5,15.0
GU24 9PS,GU24 9,10.0
SW3 2AT,SW3 2,10.0
EC1N 2PL,EC1N 2,
TN11 0PR,TN11 0,7.0
OX9 3XH,OX9 3,10.0
N7 8RD,N7 8,16.0
HP14 3BA,HP14 3,10.0
TW15 1TR,TW15 1,12.0
SW2 2AG,SW2 2,16.0
RG2 0AS,RG2 0,7.0
IG11 7LD,IG11 7,16.0
SE18 5ED,SE18 5,16.0
E17 6AD,E17 6,17.0
HP8 4NR,HP8 4,9.0
SO40 2RY,SO40 2,17.0
BN23 7DX,BN23 7,13.0
CT14 7LG,CT14 7,14.0
HP9 1FD,HP9 1,9.0
CT15 6HY,CT15 6,11.0
TN6 2NG,TN6 2,11.0
HP18 0HS,HP18 0,6.0
SW15 6RN,SW15 6,12.0
PO40 9PL,PO40 9,9.0
W2 1ES,W2 1,9.0
PO9 5DN,PO9 5,16.0
BN20 7AD,BN20 7,11.0
N3 1LP,N3 1,10.0
RG21 8BJ,RG21 8,13.0
TN16 2EX,TN16 2,7.0
GU1 4ES,GU1 4,7.0
SO50 4GR,SO50 4,16.0
RH18 5AR,RH18 5,8.0
KT9 1JG,KT9 1,12.0
SL6 1JX,SL6 1,6.0
BN44 3DX,BN44 3,13.0
W1U 7RT,W1U 7,
KT9 1RP,KT9 1,12.0
SS3 0DN,SS3 0,12.0
PO16 8LJ,PO16 8,14.0
ME15 6UG,ME15 6,12.0
BH24 1PZ,BH24 1,12.0
KT15 1AQ,KT15 1,13.0
SS8 8DE,SS8 8,17.0
RH12 1EA,RH12 1,9.0
SE19 1AX,SE19 1,13.0
SW17 0EF,SW17 0,16.0
RM14 2NS,RM14 2,12.0
KT23 3NH,KT23 3,10.0
KT13 0UX,KT13 0,8.0
RH2 0BQ,RH2 0,10.0
CR3 0AJ,CR3 0,12.0
DA2 6ER,DA2 6,14.0
HA4 6JW,HA4 6,15.0
BN27 3WF,BN27 3,13.0
CM12 9RG,CM12 9,10.0
TW13 4QG,TW13 4,15.0
DA16 3NL,DA16 3,15.0
TW14 9BT,TW14 9,16.0
RG1 7NE,RG1 7,10.0
SE16 4UH,SE16 4,11.0
SS16 5QX,SS16 5,13.0
ME14 1BS,ME14 1,4.0
DA5 2EU,DA5 2,15.0
PO18 0HQ,PO18 0,7.0
CT7 9PJ,CT7 9,14.0
N1 8PH,N1 8,11.0
IG3 9JG,IG3 9,16.0
ME5 9UU,ME5 9,14.0
TN11 9SJ,TN11 9,8.0
NW4 4XH,NW4 4,9.0
SL8 5LQ,SL8 5,7.0
SW1P 2JG,SW1P 2,7.0
N7 8QH,N7 8,16.0
CT14 8BW,CT14 8,10.0
TW12 1AW,TW12 1,11.0
CT6 5DE,CT6 5,11.0
SS0 7JT,SS0 7,17.0
TN25 5EE,TN25 5,9.0
RH10 4RA,RH10 4,7.0
ME3 7JX,ME3 7,10.0
RH16 3RR,RH16 3,12.0
PO2 0PP,PO2 0,20.0
HP18 0PS,HP18 0,6.0
RG27 9BP,RG27 9,9.0
W2 6NH,W2 6,15.0
SL5 7QA,SL5 7,7.0
SW13 9PE,SW13 9,11.0
BR3 3PL,BR3 3,13.0
GU15 1AJ,GU15 1,11.0
MK18 3FX,MK18 3,9.0
E10 5SQ,E10 5,15.0
BN9 9HU,BN9 9,14.0
BN2 8FP,BN2 8,16.0
UB9 4EG,UB9 4,8.0
HA0 4LU,HA0 4,11.0
BN27 2DD,BN27 2,9.0
ME14 2QT,ME14 2,14.0
ME5 8GA,ME5 8,17.0
SS13 2RH,SS13 2,13.0
CM14 4PT,CM14 4,13.0
SW9 8JP,SW9 8,8.0
SW20 8TS,SW20 8,15.0
GU12 6RN,GU12 6,13.0
TW4 5HT,TW4 5,15.0
CR7 8AD,CR7 8,19.0
SE17 2HG,SE17 2,16.0
CR0 1UE,CR0 1,14.0
BN23 6NH,BN23 6,12.0
UB1 3RQ,UB1 3,12.0
TN35 5HA,TN35 5,19.0
PO5 1JL,PO5 1,16.0
RG14 1XB,RG14 1,9.0
NW9 5AW,NW9 5,16.0
KT11 2LR,KT11 2,11.0
W14 0JU,W14 0,15.0
SW7 1LA,SW7 1,8.0
ME12 4JF,ME12 4,11.0
DA1 1EW,DA1 1,11.0
PO8 8PZ,PO8 8,14.0
OX33 1FH,OX33 1,9.0
SE26 6PH,SE26 6,14.0
ME12 1AF,ME12 1,10.0
SL4 5YN,SL4 5,11.0
CT6 6AX,CT6 6,14.0
PO5 3ES,PO5 3,12.0
WC2R 0DA,WC2R 0,
SN6 8JE,SN6 8,8.0
E16 2AD,E16 2,10.0
SS17 7NU,SS17 7,17.0
ME15 8GJ,ME15 8,13.0
UB10 9LP,UB10 9,17.0
SW2 1JL,SW2 1,11.0
NW1 1GQ,NW1 1,9.0
TN8 7AQ,TN8 7,5.0
E17 5EZ,E17 5,19.0
PO7 6UJ,PO7 6,13.0
SO18 2EL,SO18 2,14.0
UB7 9PD,UB7 9,16.0
RG40 1XB,RG40 1,10.0
RH20 1BS,RH20 1,9.0
SP10 3HB,SP10 3,15.0
RH7 6HA,RH7 6,13.0
RG26 3NG,RG26 3,14.0
W11 4BY,W11 4,12.0
SE18 2HL,SE18 2,17.0
GU34 2QD,GU34 2,12.0
N10 1BD,N10 1,14.0
N3 1QW,N3 1,10.0
TN9 2AB,TN9 2,14.0
BN41 2PN,BN41 2,20.0
GU21 4TG,GU21 4,10.0
SP10 2DF,SP10 2,14.0
BN20 8EG,BN20 8,12.0
PO6 3AD,PO6 3,13.0
SW5 0NB,SW5 0,12.0
TN23 5HS,TN23 5,19.0
SS7 5SP,SS7 5,15.0
SS4 3BJ,SS4 3,14.0
SE18 5JG,SE18 5,16.0
PO19 3AT,PO19 3,12.0
SW12 0EH,SW12 0,13.0
SE25 6PW,SE25 6,16.0
SW18 4PN,SW18 4,13.0
PO38 2JW,PO38 2,7.0
SE1 2RY,SE1 2,11.0
RH18 5JS,RH18 5,8.0
KT16 0NA,KT16 0,10.0
SN6 8JX,SN6 8,8.0
OX27 0BT,OX27 0,6.0
RM1 2RR,RM1 2,10.0
E15 3EG,E15 3,20.0
RH1 6NR,RH1 6,13.0
GU16 9YA,GU16 9,13.0
GU51 2TT,GU51 2,9.0
DA3 8JP,DA3 8,15.0
SO32 3LN,SO32 3,10.0
RG17 8PT,RG17 8,11.0
RG4 8SB,RG4 8,13.0
